txn_id,customer_id,account_type,txn_type,amount,balance,txn_date,branch
353,CUST1472,Savings,Deposit,12707.19,13712.86,2023-09-08,Bangalore
354,CUST1389,Savings,Withdrawal,2534.3,56028.25,2023-02-06,Mumbai
355,CUST1316,Savings,Withdrawal,5562.5,95063.25,2023-03-22,Mumbai
356,CUST1114,Savings,Deposit,24807.81,73126.17,2023-12-15,Delhi
357,CUST1115,Current,Deposit,41251.58,76358.6,2023-12-20,Pune
358,CUST1040,Current,Withdrawal,28330.03,55399.34,2023-09-19,Delhi
359,CUST1216,Savings,Withdrawal,39891.56,105907.52,2023-12-19,Mumbai
360,CUST1059,Current,Deposit,43377.98,114360.1,2023-12-29,Bangalore
361,CUST1045,Current,Withdrawal,34903.83,103077.84,2023-07-10,Bangalore
362,CUST1155,Current,Deposit,37660.56,53941.77,2023-08-23,Pune
363,CUST1045,Loan,Transfer,43604.99,47015.09,2023-01-23,Pune
364,CUST1426,Savings,Withdrawal,6530.61,40374.94,2023-06-07,Bangalore
365,CUST1039,Loan,Transfer,8121.92,90009.64,2023-07-25,Pune
366,CUST1077,Loan,Withdrawal,25422.64,26558.03,2023-08-12,Delhi
367,CUST1013,Savings,Withdrawal,30884.65,129012.67,2023-01-17,Delhi
368,CUST1360,Current,Transfer,13064.2,76647.77,2023-12-10,Chennai
369,CUST1365,Loan,Transfer,39014.29,50158.86,2023-03-15,Chennai
370,CUST1233,Loan,Deposit,48153.3,82669.58,2023-03-01,Bangalore
371,CUST1335,Savings,Withdrawal,46608.2,57307.92,2023-07-15,Delhi
372,CUST1404,Current,Deposit,34425.5,41675.29,2023-08-07,Pune
373,CUST1192,Current,Deposit,35437.79,42639.17,2023-07-12,Chennai
374,CUST1022,Savings,Deposit,31083.68,36135.01,2023-11-02,Delhi
375,CUST1270,Savings,Transfer,48677.1,145580.45,2023-06-13,Pune
376,CUST1251,Savings,Transfer,6591.3,82538.49,2023-01-07,Chennai
377,CUST1029,Loan,Deposit,1203.97,33903.19,2023-03-20,Mumbai
378,CUST1416,Savings,Transfer,38543.33,107031.22,2023-01-26,Mumbai
379,CUST1482,Savings,Deposit,13753.97,113467.86,2023-04-09,Mumbai
380,CUST1397,Savings,Withdrawal,42725.07,95663.97,2023-10-12,Pune
381,CUST1157,Current,Deposit,14988.88,99063.62,2023-06-24,Pune
382,CUST1462,Loan,Transfer,11579.68,25147.53,2023-07-14,Chennai
383,CUST1337,Savings,Transfer,48165.51,51780.09,2023-01-21,Pune
384,CUST1303,Savings,Withdrawal,21044.39,85077.72,2023-09-19,Bangalore
385,CUST1147,Loan,Deposit,13783.34,112189.12,2023-09-14,Delhi
386,CUST1058,Savings,Deposit,44715.55,68096.03,2023-06-12,Mumbai
387,CUST1320,Savings,Withdrawal,43419.33,115054.27,2023-10-01,Pune
388,CUST1271,Savings,Transfer,23629.47,78181.13,2023-03-01,Delhi
389,CUST1430,Current,Transfer,10264.69,19835.56,2023-01-08,Delhi
390,CUST1079,Loan,Withdrawal,22739.31,76009.57,2023-07-18,Delhi
391,CUST1387,Current,Transfer,39860.21,69629.92,2023-01-24,Delhi
392,CUST1316,Savings,Transfer,48378.81,67331.97,2023-01-15,Chennai
393,CUST1153,Current,Transfer,161.47,60195.03,2023-08-24,Mumbai
394,CUST1340,Savings,Transfer,21572.26,42024.47,2023-11-15,Bangalore
395,CUST1214,Current,Withdrawal,29140.37,56405.21,2023-12-10,Bangalore
396,CUST1072,Savings,Deposit,15587.06,61381.46,2023-03-13,Pune
397,CUST1277,Loan,Deposit,3715.1,43268.21,2023-04-05,Pune
398,CUST1166,Savings,Transfer,14653.96,84304.66,2023-10-16,Pune
399,CUST1102,Current,Transfer,45400.15,117966.54,2023-06-28,Chennai
400,CUST1088,Loan,Transfer,7381.51,18109.35,2023-02-15,Mumbai
401,CUST1160,Savings,Transfer,1016.55,49511.01,2023-04-02,Delhi
402,CUST1148,Loan,Transfer,17366.23,95058.8,2023-08-30,Bangalore
403,CUST1353,Savings,Withdrawal,25933.81,35176.53,2023-03-18,Bangalore
404,CUST1116,Savings,Withdrawal,17954.29,50502.71,2023-06-15,Pune
405,CUST1359,Current,Withdrawal,10122.87,79595.67,2023-05-23,Bangalore
406,CUST1482,Loan,Withdrawal,2155.06,69358.41,2023-12-26,Delhi
407,CUST1459,Loan,Deposit,6298.58,95972.6,2023-01-09,Mumbai
408,CUST1262,Current,Deposit,30868.57,92356.52,2023-02-10,Delhi
409,CUST1370,Loan,Withdrawal,46766.57,141527.94,2023-12-14,Chennai
410,CUST1318,Current,Withdrawal,39192.79,100612.46,2023-01-07,Pune
411,CUST1459,Savings,Deposit,44751.35,99736.79,2023-11-10,Mumbai
412,CUST1022,Savings,Deposit,22670.68,87206.66,2023-10-24,Bangalore
413,CUST1188,Current,Transfer,36606.32,45228.5,2023-01-12,Pune
414,CUST1087,Savings,Deposit,32549.68,80737.93,2023-08-31,Bangalore
415,CUST1122,Savings,Withdrawal,16517.97,63801.14,2023-06-22,Delhi
416,CUST1392,Savings,Deposit,43604.46,87253.17,2023-10-15,Pune
417,CUST1307,Current,Deposit,8167.46,10743.14,2023-07-30,Mumbai
418,CUST1150,Loan,Deposit,16682.5,71159.12,2023-02-28,Delhi
419,CUST1131,Savings,Transfer,4168.17,44792.68,2023-04-03,Chennai
420,CUST1438,Current,Deposit,1629.56,27769.01,2023-11-28,Pune
421,CUST1305,Savings,Withdrawal,43426.8,116280.12,2023-01-24,Bangalore
422,CUST1404,Savings,Deposit,31475.36,105142.71,2023-01-20,Bangalore
423,CUST1444,Loan,Withdrawal,2101.45,88871.08,2023-04-06,Delhi
424,CUST1105,Savings,Transfer,21986.91,94650.05,2023-08-16,Mumbai
425,CUST1066,Loan,Withdrawal,29926.41,109325.54,2023-10-22,Delhi
426,CUST1426,Current,Deposit,49607.45,78350.98,2023-05-05,Pune
427,CUST1268,Savings,Deposit,19253.97,66102.34,2023-01-21,Delhi
428,CUST1399,Savings,Withdrawal,11866.03,89578.05,2023-04-10,Bangalore
429,CUST1240,Current,Transfer,30132.58,93570.36,2023-01-14,Bangalore
430,CUST1334,Savings,Withdrawal,25679.5,67276.1,2023-02-10,Mumbai
431,CUST1318,Savings,Withdrawal,4959.93,45759.5,2023-01-14,Delhi
432,CUST1231,Savings,Withdrawal,18025.75,77524.36,2023-11-22,Pune
433,CUST1145,Loan,Deposit,19614.97,116571.5,2023-03-07,Chennai
434,CUST1163,Loan,Transfer,32871.16,65727.57,2023-06-13,Pune
435,CUST1301,Current,Withdrawal,11927.69,35777.76,2023-01-10,Pune
436,CUST1195,Loan,Transfer,22157.02,55580.51,2023-04-03,Chennai
437,CUST1266,Current,Deposit,33502.58,48505.36,2023-05-13,Delhi
438,CUST1276,Current,Deposit,29435.43,124319.47,2023-11-09,Bangalore
439,CUST1064,Current,Withdrawal,18026.61,56272.79,2023-04-17,Bangalore
440,CUST1421,Savings,Deposit,17900.93,71485.37,2023-11-01,Mumbai
441,CUST1497,Loan,Deposit,35298.74,80212.42,2023-07-26,Chennai
442,CUST1390,Loan,Withdrawal,10371.48,22007.48,2023-11-30,Pune
443,CUST1130,Loan,Withdrawal,6236.24,29733.77,2023-10-09,Bangalore
444,CUST1285,Loan,Deposit,32036.15,54893.92,2023-09-02,Pune
445,CUST1059,Loan,Withdrawal,15876.19,66846.05,2023-07-25,Chennai
446,CUST1012,Loan,Deposit,7502.33,106172.03,2023-08-04,Delhi
447,CUST1251,Loan,Deposit,346.51,95551.78,2023-11-02,Mumbai
448,CUST1285,Savings,Deposit,43409.12,89155.74,2023-06-27,Delhi
449,CUST1407,Savings,Withdrawal,33376.53,47771.83,2023-05-06,Mumbai
450,CUST1301,Loan,Transfer,7262.76,101274.83,2023-01-08,Delhi
451,CUST1498,Savings,Deposit,9498.62,82716.15,2023-06-06,Bangalore
452,CUST1352,Loan,Withdrawal,11804.61,108157.62,2023-06-24,Bangalore
453,CUST1290,Savings,Deposit,33115.45,130989.26,2023-04-24,Mumbai
454,CUST1466,Savings,Withdrawal,30930.58,117886.63,2023-08-20,Delhi
455,CUST1369,Current,Transfer,1616.31,94745.71,2023-10-29,Delhi
456,CUST1452,Savings,Deposit,33858.02,55817.7,2023-05-22,Delhi
457,CUST1053,Loan,Deposit,33381.88,91311.81,2023-08-08,Chennai
458,CUST1450,Loan,Transfer,49970.74,55267.84,2023-03-14,Pune
459,CUST1161,Current,Withdrawal,20404.71,107544.68,2023-03-14,Delhi
460,CUST1245,Loan,Deposit,28394.11,102369.81,2023-11-20,Pune
461,CUST1098,Current,Withdrawal,20266.6,53306.4,2023-04-12,Delhi
462,CUST1019,Loan,Transfer,40411.51,116758.88,2023-10-06,Pune
463,CUST1339,Savings,Transfer,43458.14,81337.53,2023-11-06,Pune
464,CUST1455,Savings,Transfer,387.36,33183.65,2023-03-17,Bangalore
465,CUST1199,Savings,Deposit,28215.6,66567.36,2023-04-03,Mumbai
466,CUST1473,Current,Transfer,29864.63,84660.48,2023-10-18,Delhi
467,CUST1428,Current,Transfer,831.89,59744.53,2023-04-20,Chennai
468,CUST1462,Loan,Deposit,31012.57,77630.23,2023-01-03,Delhi
469,CUST1085,Current,Transfer,43180.35,95328.99,2023-04-27,Bangalore
470,CUST1221,Current,Withdrawal,17128.27,55457.73,2023-10-31,Bangalore
471,CUST1293,Current,Transfer,12378.88,60310.08,2023-02-12,Bangalore
472,CUST1432,Loan,Transfer,27515.77,102329.9,2023-12-30,Delhi
473,CUST1379,Current,Transfer,26109.58,108437.73,2023-04-17,Pune
474,CUST1336,Current,Transfer,32408.99,122263.03,2023-10-08,Mumbai
475,CUST1292,Savings,Transfer,46359.02,52855.63,2023-10-04,Delhi
476,CUST1141,Loan,Withdrawal,17645.97,28237.34,2023-02-21,Delhi
477,CUST1494,Savings,Deposit,15433.77,95834.85,2023-10-18,Delhi
478,CUST1136,Savings,Transfer,15634.25,76862.46,2023-05-26,Mumbai
479,CUST1002,Savings,Deposit,13703.94,55352.08,2023-12-11,Delhi
480,CUST1350,Savings,Deposit,9139.35,77410.58,2023-03-15,Pune
481,CUST1039,Current,Withdrawal,26305.65,97355.75,2023-11-08,Mumbai
482,CUST1241,Current,Transfer,28408.88,54436.88,2023-02-05,Delhi
483,CUST1084,Loan,Withdrawal,24228.93,104925.19,2023-06-21,Mumbai
484,CUST1376,Current,Transfer,26372.31,38046.59,2023-05-21,Delhi
485,CUST1375,Current,Withdrawal,31935.46,83695.39,2023-08-08,Bangalore
486,CUST1393,Current,Transfer,39707.82,104545.11,2023-05-01,Chennai
487,CUST1125,Loan,Deposit,45303.97,122413.47,2023-02-18,Bangalore
488,CUST1154,Current,Withdrawal,12856.69,43411.71,2023-06-01,Pune
489,CUST1019,Loan,Withdrawal,42573.6,109880.35,2023-12-11,Delhi
490,CUST1146,Savings,Deposit,38356.14,53751.68,2023-08-30,Delhi
491,CUST1069,Loan,Transfer,8483.91,82302.85,2023-08-14,Bangalore
492,CUST1161,Savings,Deposit,10915.32,20938.92,2023-10-20,Delhi
493,CUST1143,Loan,Deposit,11589.28,32604.8,2023-01-11,Mumbai
494,CUST1138,Current,Deposit,12918.5,76304.04,2023-09-11,Delhi
495,CUST1409,Savings,Deposit,49390.5,63466.26,2023-03-26,Chennai
496,CUST1146,Loan,Deposit,20275.51,63381.37,2023-06-16,Chennai
497,CUST1425,Current,Transfer,34652.56,133782.53,2023-07-07,Pune
498,CUST1302,Current,Transfer,5295.07,77866.78,2023-02-11,Pune
499,CUST1288,Current,Transfer,13780.62,22182.85,2023-08-20,Bangalore
500,CUST1229,Savings,Withdrawal,44720.12,64310.92,2023-05-16,Delhi
501,CUST1353,Current,Deposit,11410.15,47232.28,2023-07-15,Pune
502,CUST1269,Savings,Withdrawal,26001.08,33228.53,2023-01-05,Pune
503,CUST1428,Loan,Deposit,11762.23,65993.42,2023-08-18,Chennai
504,CUST1200,Current,Deposit,32578.78,86108.08,2023-02-27,Pune
505,CUST1259,Savings,Withdrawal,9597.21,15304.93,2023-06-21,Bangalore
506,CUST1258,Loan,Withdrawal,18210.92,117761.23,2023-10-13,Pune
507,CUST1116,Savings,Deposit,3101.1,59549.63,2023-02-05,Bangalore
508,CUST1453,Current,Withdrawal,8847.62,78003.11,2023-11-07,Chennai
509,CUST1208,Loan,Deposit,20532.94,63090.51,2023-02-24,Bangalore
510,CUST1400,Current,Withdrawal,161.71,30596.59,2023-05-16,Chennai
511,CUST1468,Current,Transfer,23796.84,62358.2,2023-10-06,Mumbai
512,CUST1348,Loan,Transfer,48710.81,51203.43,2023-12-26,Bangalore
513,CUST1248,Savings,Withdrawal,27043.86,111326.17,2023-05-29,Pune
514,CUST1084,Current,Transfer,31216.93,40584.81,2023-08-19,Delhi
515,CUST1288,Loan,Withdrawal,6472.9,89166.63,2023-02-07,Chennai
516,CUST1226,Current,Transfer,3249.14,15455.22,2023-05-31,Delhi
517,CUST1114,Loan,Deposit,17149.56,55550.06,2023-09-15,Bangalore
518,CUST1475,Current,Deposit,12028.86,63246.42,2023-11-19,Bangalore
519,CUST1180,Current,Deposit,14057.21,108324.72,2023-11-07,Bangalore
520,CUST1262,Savings,Withdrawal,45977.66,95925.53,2023-12-08,Delhi
521,CUST1316,Current,Deposit,42586.11,63832.91,2023-08-27,Pune
522,CUST1049,Loan,Deposit,5906.68,87742.93,2023-10-18,Mumbai
523,CUST1158,Current,Transfer,43910.92,130782.56,2023-05-14,Chennai
524,CUST1067,Current,Transfer,39522.52,70338.09,2023-03-14,Pune
525,CUST1399,Savings,Transfer,20208.71,37974.4,2023-05-10,Delhi
526,CUST1419,Savings,Deposit,17370.38,114943.59,2023-09-13,Bangalore
527,CUST1266,Current,Deposit,41141.78,54827.98,2023-11-06,Mumbai
528,CUST1289,Current,Deposit,46145.58,95108.24,2023-04-20,Bangalore
529,CUST1336,Current,Withdrawal,38264.01,56160.45,2023-01-25,Delhi
530,CUST1141,Loan,Deposit,18439.97,25723.11,2023-01-25,Delhi
531,CUST1079,Savings,Withdrawal,48159.44,103337.63,2023-10-15,Chennai
532,CUST1128,Current,Deposit,21681.64,53207.35,2023-11-30,Delhi
533,CUST1020,Savings,Transfer,22031.63,33045.27,2023-06-09,Bangalore
534,CUST1349,Savings,Deposit,982.62,61436.66,2023-05-31,Pune
535,CUST1467,Loan,Transfer,19384.4,76046.29,2023-09-23,Bangalore
536,CUST1345,Current,Transfer,3002.37,102491.57,2023-09-10,Pune
537,CUST1415,Loan,Deposit,34782.26,133158.31,2023-03-24,Delhi
538,CUST1393,Current,Deposit,7198.24,19776.04,2023-07-09,Delhi
539,CUST1494,Current,Withdrawal,5142.19,74512.24,2023-09-09,Delhi
540,CUST1097,Savings,Transfer,25520.16,125191.5,2023-09-30,Mumbai
541,CUST1101,Savings,Withdrawal,30799.45,61771.69,2023-11-04,Delhi
542,CUST1420,Loan,Transfer,26399.37,69294.67,2023-03-04,Pune
543,CUST1485,Current,Transfer,44341.55,89595.12,2023-01-07,Chennai
544,CUST1155,Current,Deposit,20765.07,103605.09,2023-08-17,Bangalore
545,CUST1086,Current,Transfer,48194.73,73428.47,2023-03-03,Mumbai
546,CUST1219,Current,Transfer,20987.17,100125.77,2023-05-29,Bangalore
547,CUST1138,Savings,Transfer,34080.64,53455.28,2023-03-06,Chennai
548,CUST1013,Savings,Deposit,704.83,25204.38,2023-08-01,Mumbai
549,CUST1181,Current,Transfer,40096.7,136074.58,2023-06-13,Pune
550,CUST1465,Savings,Transfer,5575.84,60597.81,2023-07-10,Chennai
551,CUST1405,Current,Deposit,42233.42,52492.64,2023-10-09,Delhi
552,CUST1196,Savings,Deposit,43246.55,67972.61,2023-03-23,Pune
553,CUST1232,Loan,Withdrawal,40553.23,102154.32,2023-02-11,Chennai
554,CUST1021,Savings,Deposit,47815.49,61563.42,2023-07-11,Bangalore
555,CUST1017,Savings,Withdrawal,32968.74,127280.44,2023-05-10,Mumbai
556,CUST1060,Loan,Transfer,3913.2,32210.29,2023-08-30,Bangalore
557,CUST1314,Savings,Transfer,12727.62,90954.08,2023-10-11,Mumbai
558,CUST1203,Current,Deposit,24823.06,63764.78,2023-08-02,Pune
559,CUST1200,Current,Transfer,11425.54,100419.94,2023-12-09,Mumbai
560,CUST1344,Savings,Deposit,44134.73,55151.23,2023-03-28,Pune
561,CUST1101,Savings,Withdrawal,2486.76,6769.93,2023-03-28,Bangalore
562,CUST1043,Savings,Withdrawal,32985.87,113297.86,2023-06-01,Chennai
563,CUST1017,Loan,Transfer,47829.42,121711.5,2023-11-10,Mumbai
564,CUST1415,Current,Withdrawal,14897.13,50192.6,2023-07-30,Bangalore
565,CUST1391,Loan,Deposit,39213.75,75020.47,2023-09-18,Delhi
566,CUST1261,Savings,Deposit,33049.11,109604.19,2023-11-16,Chennai
567,CUST1138,Current,Transfer,1145.15,9821.23,2023-08-08,Bangalore
568,CUST1337,Current,Transfer,14842.69,91880.39,2023-11-25,Delhi
569,CUST1450,Current,Withdrawal,33400.78,34938.34,2023-10-19,Pune
570,CUST1382,Current,Deposit,13109.59,20500.39,2023-08-05,Delhi
571,CUST1378,Loan,Deposit,23964.94,113598.49,2023-09-23,Chennai
572,CUST1149,Current,Deposit,6349.16,54045.6,2023-09-15,Delhi
573,CUST1374,Savings,Transfer,24352.17,116421.74,2023-10-15,Chennai
574,CUST1288,Current,Withdrawal,32858.28,46103.81,2023-09-28,Pune
575,CUST1273,Loan,Deposit,46411.37,69260.62,2023-06-02,Pune
576,CUST1488,Current,Withdrawal,21660.64,65881.44,2023-04-24,Chennai
577,CUST1278,Savings,Deposit,13762.19,106629.78,2023-06-21,Chennai
578,CUST1288,Current,Transfer,24852.79,26617.92,2023-05-02,Pune
579,CUST1032,Loan,Withdrawal,15914.43,103901.66,2023-09-25,Chennai
580,CUST1233,Current,Withdrawal,27246.43,91035.47,2023-05-29,Pune
581,CUST1126,Current,Deposit,42115.73,115100.55,2023-05-15,Delhi
582,CUST1151,Current,Withdrawal,32842.48,50996.64,2023-03-27,Chennai
583,CUST1150,Current,Deposit,49235.02,143005.13,2023-10-12,Mumbai
584,CUST1269,Loan,Withdrawal,8324.26,21931.27,2023-10-10,Mumbai
585,CUST1050,Savings,Transfer,10754.22,61586.56,2023-03-29,Delhi
586,CUST1044,Savings,Deposit,36666.8,91119.4,2023-07-08,Bangalore
587,CUST1353,Current,Deposit,25467.19,55573.26,2023-01-19,Delhi
588,CUST1023,Loan,Deposit,34475.38,121871.01,2023-10-08,Mumbai
589,CUST1128,Loan,Transfer,21746.65,38251.04,2023-07-05,Mumbai
590,CUST1144,Savings,Transfer,40606.44,114906.79,2023-01-03,Pune
591,CUST1449,Savings,Transfer,13967.31,33765.72,2023-11-16,Mumbai
592,CUST1362,Loan,Transfer,32912.26,64349.69,2023-10-29,Bangalore
593,CUST1231,Savings,Transfer,30787.41,99731.88,2023-04-22,Mumbai
594,CUST1013,Current,Deposit,26980.91,79634.75,2023-08-22,Delhi
595,CUST1090,Current,Withdrawal,42014.2,125365.91,2023-01-14,Delhi
596,CUST1121,Current,Transfer,47907.87,85017.97,2023-03-16,Chennai
597,CUST1400,Current,Deposit,7529.51,38437.13,2023-11-08,Chennai
598,CUST1211,Loan,Transfer,49817.08,86963.88,2023-05-12,Mumbai
599,CUST1020,Savings,Deposit,39041.95,61154.26,2023-06-03,Pune
600,CUST1293,Current,Withdrawal,33185.8,33872.85,2023-12-25,Delhi
601,CUST1405,Current,Deposit,1550.66,18655.73,2023-07-07,Pune
602,CUST1057,Loan,Transfer,19444.91,59976.46,2023-03-12,Delhi
603,CUST1004,Current,Deposit,25554.47,98033.24,2023-08-17,Bangalore
604,CUST1336,Current,Deposit,11349.39,81792.26,2023-09-11,Pune
605,CUST1024,Loan,Withdrawal,33855.75,114452.16,2023-06-08,Bangalore
606,CUST1188,Current,Deposit,41269.97,91346.41,2023-07-30,Chennai
607,CUST1406,Current,Deposit,34801.24,109520.8,2023-11-10,Chennai
608,CUST1486,Loan,Transfer,10571.12,93171.62,2023-01-19,Mumbai
609,CUST1432,Savings,Withdrawal,18735.78,31412.27,2023-04-23,Chennai
610,CUST1183,Loan,Transfer,11869.29,49325.78,2023-04-23,Delhi
611,CUST1251,Current,Deposit,40088.21,116863.77,2023-11-09,Chennai
612,CUST1118,Savings,Transfer,32164.0,74578.18,2023-09-17,Mumbai
613,CUST1148,Loan,Deposit,39304.02,51578.47,2023-07-17,Pune
614,CUST1047,Loan,Transfer,42006.13,80697.51,2023-05-17,Pune
615,CUST1090,Current,Deposit,29429.69,48285.08,2023-03-02,Delhi
616,CUST1138,Savings,Transfer,16792.11,19898.68,2023-04-23,Bangalore
617,CUST1350,Savings,Transfer,41601.68,69272.23,2023-12-03,Delhi
618,CUST1365,Loan,Transfer,39150.84,45236.38,2023-02-04,Pune
619,CUST1302,Loan,Withdrawal,11354.51,49357.47,2023-11-16,Pune
620,CUST1421,Loan,Deposit,24097.21,67897.66,2023-07-11,Mumbai
621,CUST1261,Current,Withdrawal,35330.35,98631.83,2023-05-06,Bangalore
622,CUST1231,Current,Transfer,45205.28,136189.6,2023-10-07,Pune
623,CUST1313,Current,Deposit,450.76,6650.14,2023-06-23,Chennai
624,CUST1316,Loan,Transfer,6654.34,46838.52,2023-03-25,Delhi
625,CUST1152,Current,Transfer,23655.82,25489.38,2023-12-30,Mumbai
626,CUST1106,Loan,Withdrawal,14181.14,40720.86,2023-06-12,Delhi
627,CUST1439,Current,Deposit,45322.1,70651.95,2023-12-02,Mumbai
628,CUST1400,Loan,Withdrawal,37993.97,83243.08,2023-07-24,Mumbai
629,CUST1070,Savings,Withdrawal,3361.77,52375.1,2023-07-03,Chennai
630,CUST1107,Current,Withdrawal,3226.39,93916.92,2023-01-21,Delhi
631,CUST1196,Savings,Withdrawal,15827.96,93127.8,2023-03-11,Chennai
632,CUST1127,Savings,Transfer,11915.54,85294.19,2023-07-22,Chennai
633,CUST1148,Savings,Transfer,6486.61,94759.1,2023-06-03,Chennai
634,CUST1492,Loan,Transfer,39406.88,102037.21,2023-06-14,Delhi
635,CUST1314,Savings,Deposit,48979.59,63903.61,2023-03-28,Pune
636,CUST1218,Current,Withdrawal,9640.42,43797.6,2023-12-11,Pune
637,CUST1341,Loan,Deposit,30465.51,65741.39,2023-06-10,Chennai
638,CUST1178,Loan,Withdrawal,36028.4,78118.4,2023-11-23,Mumbai
639,CUST1086,Loan,Deposit,28105.02,80682.42,2023-03-02,Mumbai
640,CUST1061,Savings,Deposit,43020.97,115440.99,2023-06-18,Mumbai
641,CUST1423,Loan,Deposit,35420.97,90003.02,2023-07-17,Delhi
642,CUST1098,Loan,Withdrawal,24286.34,41280.91,2023-01-02,Mumbai
643,CUST1022,Loan,Withdrawal,42513.77,109581.49,2023-04-08,Delhi
644,CUST1144,Loan,Withdrawal,20647.1,85918.96,2023-03-27,Pune
645,CUST1076,Loan,Withdrawal,3207.43,54701.44,2023-02-28,Bangalore
646,CUST1138,Loan,Transfer,48905.28,128407.26,2023-02-18,Bangalore
647,CUST1448,Savings,Withdrawal,17054.9,104332.4,2023-06-03,Pune
648,CUST1383,Loan,Deposit,37945.41,113479.12,2023-05-23,Chennai
649,CUST1376,Loan,Deposit,6400.06,72533.18,2023-04-26,Delhi
650,CUST1092,Loan,Deposit,12849.12,107539.6,2023-06-17,Chennai
651,CUST1058,Savings,Transfer,37561.4,93580.48,2023-03-07,Bangalore
652,CUST1409,Savings,Withdrawal,4798.18,39492.67,2023-02-13,Mumbai
653,CUST1097,Current,Transfer,19597.35,99532.6,2023-06-16,Delhi
654,CUST1436,Savings,Withdrawal,22639.67,62679.12,2023-07-16,Chennai
655,CUST1307,Loan,Deposit,9860.9,28939.87,2023-01-08,Bangalore
656,CUST1408,Current,Deposit,17897.88,93767.33,2023-03-26,Mumbai
657,CUST1072,Savings,Deposit,39915.92,79814.98,2023-08-26,Delhi
658,CUST1104,Savings,Deposit,26057.51,71094.0,2023-09-25,Mumbai
659,CUST1386,Current,Withdrawal,15906.41,101695.75,2023-09-16,Pune
660,CUST1283,Current,Withdrawal,13917.53,112277.92,2023-08-08,Chennai
661,CUST1129,Savings,Deposit,1765.84,38453.31,2023-06-25,Pune
662,CUST1107,Savings,Deposit,15726.78,95686.81,2023-09-03,Delhi
663,CUST1275,Loan,Withdrawal,44132.58,124591.13,2023-10-29,Bangalore
664,CUST1375,Current,Withdrawal,48359.62,90426.84,2023-01-21,Bangalore
665,CUST1158,Savings,Withdrawal,31770.1,48782.61,2023-04-12,Bangalore
666,CUST1223,Current,Deposit,32841.09,46258.82,2023-11-21,Delhi
667,CUST1025,Savings,Deposit,4742.22,8163.95,2023-06-03,Bangalore
668,CUST1382,Loan,Deposit,19013.45,116372.46,2023-09-22,Pune
669,CUST1372,Savings,Withdrawal,45918.58,57438.05,2023-03-01,Bangalore
670,CUST1428,Current,Deposit,49404.47,139583.42,2023-12-30,Bangalore
671,CUST1364,Savings,Withdrawal,15771.63,41576.67,2023-05-11,Mumbai
672,CUST1076,Current,Withdrawal,16826.88,34616.16,2023-10-04,Delhi
673,CUST1156,Savings,Deposit,41316.31,51829.74,2023-06-12,Mumbai
674,CUST1180,Current,Withdrawal,45277.46,119374.75,2023-12-04,Mumbai
675,CUST1314,Current,Transfer,30727.49,74560.28,2023-05-30,Delhi
676,CUST1273,Current,Deposit,42088.23,89481.3,2023-09-28,Bangalore
677,CUST1347,Loan,Transfer,31743.69,44807.03,2023-09-29,Bangalore
678,CUST1418,Loan,Deposit,16322.69,85112.25,2023-06-05,Delhi
679,CUST1047,Loan,Withdrawal,8826.58,94472.44,2023-05-04,Delhi
680,CUST1001,Current,Transfer,41868.35,70156.32,2023-07-10,Bangalore
681,CUST1067,Loan,Withdrawal,34738.11,86247.26,2023-10-21,Chennai
682,CUST1143,Savings,Transfer,10710.95,14513.29,2023-04-27,Mumbai
683,CUST1437,Current,Deposit,32692.82,126554.15,2023-02-08,Pune
684,CUST1393,Current,Withdrawal,39443.52,106109.52,2023-07-29,Mumbai
685,CUST1115,Savings,Transfer,45369.03,112606.9,2023-04-01,Bangalore
686,CUST1354,Current,Withdrawal,22408.07,68713.72,2023-04-10,Delhi
687,CUST1328,Loan,Withdrawal,6529.55,48099.28,2023-11-30,Chennai
688,CUST1084,Current,Withdrawal,998.2,43431.88,2023-09-27,Mumbai
689,CUST1154,Current,Transfer,48315.55,61497.22,2023-03-24,Chennai
690,CUST1110,Loan,Transfer,45547.43,121066.64,2023-07-20,Delhi
691,CUST1284,Loan,Deposit,998.53,97298.16,2023-03-04,Delhi
692,CUST1073,Current,Transfer,15307.08,98331.85,2023-10-02,Chennai
693,CUST1431,Savings,Deposit,22547.13,44782.23,2023-11-13,Delhi
694,CUST1164,Current,Deposit,4917.07,29485.51,2023-11-16,Delhi
695,CUST1161,Savings,Withdrawal,23491.52,53967.41,2023-07-22,Pune
696,CUST1309,Current,Withdrawal,14932.17,45274.12,2023-08-10,Bangalore
697,CUST1041,Savings,Deposit,2502.33,92840.38,2023-09-21,Bangalore
698,CUST1002,Current,Deposit,33423.45,92949.0,2023-04-30,Chennai
699,CUST1127,Current,Transfer,31346.19,84712.18,2023-03-03,Pune
700,CUST1369,Loan,Withdrawal,14335.99,57539.66,2023-09-24,Pune
701,CUST1064,Loan,Withdrawal,39479.13,97027.39,2023-05-29,Delhi
702,CUST1325,Loan,Transfer,12690.13,35102.55,2023-06-21,Delhi
703,CUST1417,Loan,Withdrawal,36904.53,89665.89,2023-11-20,Pune
704,CUST1035,Savings,Withdrawal,41481.41,129439.81,2023-03-06,Bangalore
705,CUST1008,Savings,Deposit,25920.57,69248.1,2023-11-28,Pune
706,CUST1438,Current,Withdrawal,21786.34,99287.37,2023-12-27,Mumbai
